"","Account_status","Duration","Credit_history","Purpose","Credit_amount","Savings_bonds","Present_employment_since","Installment_rate","Other_debtors_guarantors","Resident_since","Property","Age","Other_installment_plans","Housing","Existing_credits","Job","People_maintenance_for","Telephone","Foreign_worker","Credit_risk","Gender"
"617","0 < ... <  200 DM",60,"delay in paying off in the past","radio / television",9157,"unknown / no savings account","1  <= ... < 4 years",2,"none",2,"unknown / no property",27,"none","for free",1,"management / self-employed / highly qualified employee / officer",1,"none","yes",1,"Female"
"618","< 0 DM",6,"critical account / other credits existing (not at this bank)","car (new)",3676,"< 100 DM","1  <= ... < 4 years",1,"none",3,"real estate",37,"none","rent",3,"skilled employee / official",2,"none","yes",1,"Female"
"619","0 < ... <  200 DM",30,"existing credits paid back duly till now","furniture / equipment",3441,"100 <= ... <  500 DM","1  <= ... < 4 years",2,"co-applicant",4,"car or other",21,"none","rent",1,"skilled employee / official",1,"none","yes",0,"Male"
"620","no checking account",12,"existing credits paid back duly till now","car (new)",640,"< 100 DM","1  <= ... < 4 years",4,"none",2,"real estate",49,"none","own",1,"unskilled - resident",1,"none","yes",1,"Female"
"621","0 < ... <  200 DM",21,"critical account / other credits existing (not at this bank)","business",3652,"< 100 DM","4  <= ... < 7 years",2,"none",3,"building society savings agreement / life insurance",27,"none","own",2,"skilled employee / official",1,"none","yes",1,"Female"
"622","no checking account",18,"critical account / other credits existing (not at this bank)","car (new)",1530,"< 100 DM","1  <= ... < 4 years",3,"none",2,"building society savings agreement / life insurance",32,"bank","own",2,"skilled employee / official",1,"none","yes",0,"Female"
"623","no checking account",48,"existing credits paid back duly till now","business",3914,"unknown / no savings account","1  <= ... < 4 years",4,"none",2,"real estate",38,"bank","own",1,"skilled employee / official",1,"none","yes",0,"Female"
"624","< 0 DM",12,"existing credits paid back duly till now","furniture / equipment",1858,"< 100 DM","< 1 year",4,"none",1,"car or other",22,"none","rent",1,"skilled employee / official",1,"none","yes",1,"Male"
"625","< 0 DM",18,"existing credits paid back duly till now","radio / television",2600,"< 100 DM","1  <= ... < 4 years",4,"none",4,"unknown / no property",65,"none","for free",2,"skilled employee / official",1,"none","yes",0,"Female"
"626","no checking account",15,"existing credits paid back duly till now","radio / television",1979,"unknown / no savings account",">= 7 years",4,"none",2,"car or other",35,"none","own",1,"skilled employee / official",1,"none","yes",1,"Female"
"627",">= 200 DM",6,"existing credits paid back duly till now","furniture / equipment",2116,"< 100 DM","1  <= ... < 4 years",2,"none",2,"real estate",41,"none","own",1,"skilled employee / official",1,"yes","yes",1,"Female"
"628","0 < ... <  200 DM",9,"all credits at this bank paid back duly","car (new)",1437,"100 <= ... <  500 DM","4  <= ... < 7 years",2,"none",3,"unknown / no property",29,"none","own",1,"skilled employee / official",1,"none","yes",0,"Female"
"629","no checking account",42,"critical account / other credits existing (not at this bank)","furniture / equipment",4042,"500 <= ... < 1000 DM","1  <= ... < 4 years",4,"none",4,"real estate",36,"none","own",2,"skilled employee / official",1,"yes","yes",1,"Female"
"630","no checking account",9,"existing credits paid back duly till now","education",3832,"unknown / no savings account",">= 7 years",1,"none",4,"real estate",64,"none","own",1,"unskilled - resident",1,"none","yes",1,"Female"
"631","< 0 DM",24,"existing credits paid back duly till now","radio / television",3660,"< 100 DM","1  <= ... < 4 years",2,"none",4,"car or other",28,"none","own",1,"skilled employee / official",1,"none","yes",1,"Male"
"632","< 0 DM",18,"all credits at this bank paid back duly","furniture / equipment",1553,"< 100 DM","1  <= ... < 4 years",4,"none",3,"car or other",44,"bank","own",1,"skilled employee / official",1,"none","yes",0,"Female"
"633","0 < ... <  200 DM",15,"existing credits paid back duly till now","radio / television",1444,"unknown / no savings account","< 1 year",4,"none",1,"building society savings agreement / life insurance",23,"none","own",1,"skilled employee / official",1,"none","yes",1,"Female"
"634","no checking account",9,"existing credits paid back duly till now","furniture / equipment",1980,"< 100 DM","< 1 year",2,"co-applicant",2,"car or other",19,"none","rent",2,"skilled employee / official",1,"none","yes",0,"Male"
"635","0 < ... <  200 DM",24,"existing credits paid back duly till now","car (new)",1355,"< 100 DM","< 1 year",3,"none",4,"car or other",25,"none","own",1,"unskilled - resident",1,"yes","yes",0,"Male"
"636","no checking account",12,"existing credits paid back duly till now","education",1393,"< 100 DM",">= 7 years",4,"none",4,"building society savings agreement / life insurance",47,"bank","own",3,"skilled employee / official",2,"yes","yes",1,"Female"
"637","no checking account",24,"existing credits paid back duly till now","radio / television",1376,"500 <= ... < 1000 DM","4  <= ... < 7 years",4,"none",1,"car or other",28,"none","own",1,"skilled employee / official",1,"none","yes",1,"Male"
"638","no checking account",60,"delay in paying off in the past","radio / television",15653,"< 100 DM","4  <= ... < 7 years",2,"none",4,"car or other",21,"none","own",2,"skilled employee / official",1,"yes","yes",1,"Female"
"639","no checking account",12,"existing credits paid back duly till now","radio / television",1493,"< 100 DM","< 1 year",4,"none",3,"car or other",34,"none","own",1,"skilled employee / official",2,"none","yes",1,"Male"
"640","< 0 DM",42,"delay in paying off in the past","radio / television",4370,"< 100 DM","4  <= ... < 7 years",3,"none",2,"building society savings agreement / life insurance",26,"bank","own",2,"skilled employee / official",2,"yes","yes",0,"Female"
"641","< 0 DM",18,"existing credits paid back duly till now","education",750,"< 100 DM","unemployed",4,"none",1,"real estate",27,"none","own",1,"unemployed / unskilled  - non-resident",1,"none","yes",0,"Male"
"642","0 < ... <  200 DM",15,"existing credits paid back duly till now","repairs",1308,"< 100 DM",">= 7 years",4,"none",4,"car or other",38,"none","own",2,"unskilled - resident",1,"none","yes",1,"Female"
"643","no checking account",15,"existing credits paid back duly till now","education",4623,"100 <= ... <  500 DM","1  <= ... < 4 years",3,"none",2,"building society savings agreement / life insurance",40,"none","own",1,"management / self-employed / highly qualified employee / officer",1,"yes","yes",0,"Female"
"644","no checking account",24,"critical account / other credits existing (not at this bank)","radio / television",1851,"< 100 DM","4  <= ... < 7 years",4,"guarantor",2,"car or other",33,"none","own",2,"skilled employee / official",1,"yes","yes",1,"Female"
"645","< 0 DM",18,"critical account / other credits existing (not at this bank)","radio / television",1880,"< 100 DM","4  <= ... < 7 years",4,"none",1,"building society savings agreement / life insurance",32,"none","own",2,"management / self-employed / highly qualified employee / officer",1,"yes","yes",1,"Female"
"646","no checking account",36,"delay in paying off in the past","business",7980,"unknown / no savings account","< 1 year",4,"none",4,"car or other",27,"none","rent",2,"skilled employee / official",1,"yes","yes",0,"Female"
"647","< 0 DM",30,"no credits taken / all credits paid back duly","furniture / equipment",4583,"< 100 DM","1  <= ... < 4 years",2,"guarantor",2,"real estate",32,"none","own",2,"skilled employee / official",1,"none","yes",1,"Female"
"648","no checking account",12,"existing credits paid back duly till now","car (new)",1386,"500 <= ... < 1000 DM","1  <= ... < 4 years",2,"none",2,"building society savings agreement / life insurance",26,"none","own",1,"skilled employee / official",1,"none","yes",0,"Male"
"649",">= 200 DM",24,"existing credits paid back duly till now","car (new)",947,"< 100 DM","4  <= ... < 7 years",4,"none",3,"unknown / no property",38,"bank","for free",1,"skilled employee / official",2,"none","yes",0,"Female"
"650","< 0 DM",12,"existing credits paid back duly till now","education",684,"< 100 DM","1  <= ... < 4 years",4,"none",4,"car or other",40,"none","rent",1,"unskilled - resident",2,"none","yes",0,"Female"
"651","< 0 DM",48,"existing credits paid back duly till now","education",7476,"< 100 DM","4  <= ... < 7 years",4,"none",1,"unknown / no property",50,"none","for free",1,"management / self-employed / highly qualified employee / officer",1,"yes","yes",1,"Female"
"652","0 < ... <  200 DM",12,"existing credits paid back duly till now","furniture / equipment",1922,"< 100 DM","1  <= ... < 4 years",4,"none",2,"building society savings agreement / life insurance",37,"none","own",1,"unskilled - resident",1,"none","yes",0,"Female"
"653","< 0 DM",24,"existing credits paid back duly till now","car (new)",2303,"< 100 DM",">= 7 years",4,"co-applicant",1,"real estate",45,"none","own",1,"skilled employee / official",1,"none","yes",0,"Female"
"654","0 < ... <  200 DM",36,"delay in paying off in the past","car (new)",8086,"100 <= ... <  500 DM",">= 7 years",2,"none",4,"car or other",42,"none","own",4,"management / self-employed / highly qualified employee / officer",1,"yes","yes",0,"Female"
"655","no checking account",24,"critical account / other credits existing (not at this bank)","car (used)",2346,"< 100 DM","4  <= ... < 7 years",4,"none",3,"car or other",35,"none","own",2,"skilled employee / official",1,"yes","yes",1,"Female"
"656","< 0 DM",14,"existing credits paid back duly till now","car (new)",3973,"< 100 DM","unemployed",1,"none",4,"unknown / no property",22,"none","for free",1,"skilled employee / official",1,"none","yes",1,"Female"
"657","0 < ... <  200 DM",12,"existing credits paid back duly till now","car (new)",888,"< 100 DM",">= 7 years",4,"none",4,"car or other",41,"bank","own",1,"unskilled - resident",2,"none","yes",0,"Female"
"658","no checking account",48,"existing credits paid back duly till now","radio / television",10222,"unknown / no savings account","4  <= ... < 7 years",4,"none",3,"car or other",37,"stores","own",1,"skilled employee / official",1,"yes","yes",1,"Female"
"659","0 < ... <  200 DM",30,"no credits taken / all credits paid back duly","business",4221,"< 100 DM","1  <= ... < 4 years",2,"none",1,"car or other",28,"none","own",2,"skilled employee / official",1,"none","yes",1,"Male"
"660","0 < ... <  200 DM",18,"critical account / other credits existing (not at this bank)","furniture / equipment",6361,"< 100 DM",">= 7 years",2,"none",1,"unknown / no property",41,"none","own",1,"skilled employee / official",1,"yes","yes",1,"Female"
"661",">= 200 DM",12,"existing credits paid back duly till now","radio / television",1297,"< 100 DM","1  <= ... < 4 years",3,"none",4,"real estate",23,"none","rent",1,"skilled employee / official",1,"none","yes",1,"Female"
"662","< 0 DM",12,"existing credits paid back duly till now","car (new)",900,"unknown / no savings account","1  <= ... < 4 years",4,"none",2,"car or other",23,"none","own",1,"skilled employee / official",1,"none","yes",0,"Female"
"663","no checking account",21,"existing credits paid back duly till now","furniture / equipment",2241,"< 100 DM",">= 7 years",4,"none",2,"real estate",50,"none","own",2,"skilled employee / official",1,"none","yes",1,"Female"
"664","0 < ... <  200 DM",6,"delay in paying off in the past","furniture / equipment",1050,"< 100 DM","unemployed",4,"none",1,"building society savings agreement / life insurance",35,"stores","own",2,"management / self-employed / highly qualified employee / officer",1,"yes","yes",1,"Female"
"665",">= 200 DM",6,"critical account / other credits existing (not at this bank)","education",1047,"< 100 DM","1  <= ... < 4 years",2,"none",4,"building society savings agreement / life insurance",50,"none","own",1,"unskilled - resident",1,"none","yes",1,"Male"
"666","no checking account",24,"critical account / other credits existing (not at this bank)","others",6314,"< 100 DM","unemployed",4,"co-applicant",2,"unknown / no property",27,"bank","own",2,"management / self-employed / highly qualified employee / officer",1,"yes","yes",1,"Female"
"667","0 < ... <  200 DM",30,"all credits at this bank paid back duly","furniture / equipment",3496,">= 1000 DM","1  <= ... < 4 years",4,"none",2,"car or other",34,"stores","own",1,"skilled employee / official",2,"yes","yes",1,"Female"
"668","no checking account",48,"all credits at this bank paid back duly","business",3609,"< 100 DM","1  <= ... < 4 years",1,"none",1,"real estate",27,"stores","own",1,"skilled employee / official",1,"none","yes",1,"Male"
"669","< 0 DM",12,"critical account / other credits existing (not at this bank)","car (new)",4843,"< 100 DM",">= 7 years",3,"co-applicant",4,"building society savings agreement / life insurance",43,"none","rent",2,"skilled employee / official",1,"yes","yes",0,"Female"
